,verified,favourites_count,followers_count,friends_count,statuses_count,type
143188858,0,37.0,88.0,177.0,504.0,2.0
143195272,0,2.0,63.0,196.0,334.0,2.0
143211781,0,364.0,407.0,328.0,7231.0,2.0
14322918,0,69.0,58.0,254.0,1660.0,2.0
143261657,0,109.0,317.0,541.0,638.0,2.0
143357761,0,1285.0,398.0,658.0,5112.0,2.0
143393985,0,158.0,219.0,319.0,908.0,2.0
14345587,0,16782.0,1775.0,203.0,1785.0,2.0
143462694,0,958.0,631.0,1988.0,722.0,2.0
14346333,0,1.0,190.0,302.0,454.0,2.0
143484810,0,9.0,11.0,9.0,372.0,2.0
143502942,0,136.0,108.0,320.0,339.0,2.0
143529264,0,27.0,668.0,287.0,16596.0,2.0
143654218,0,809.0,688.0,597.0,84125.0,2.0
143667939,0,15.0,241.0,213.0,10261.0,2.0
143668783,0,2624.0,868.0,1420.0,9782.0,2.0
14369540,0,21.0,42.0,121.0,187.0,2.0
143695947,0,1.0,907.0,663.0,11037.0,2.0
143734981,0,0.0,64.0,74.0,151.0,2.0
143763414,0,11.0,13.0,38.0,475.0,2.0
14377818,0,4396.0,413.0,336.0,86109.0,2.0
14377865,0,5764.0,3761.0,739.0,41551.0,2.0
143803180,0,102.0,249.0,438.0,7540.0,2.0
143869960,0,0.0,3.0,4.0,566.0,2.0
143888391,0,93.0,487.0,980.0,3694.0,2.0
143902699,0,0.0,23.0,45.0,339.0,2.0
143933119,0,9784.0,671.0,169.0,31604.0,2.0
143936522,0,50.0,25.0,62.0,327.0,2.0
143982499,0,66.0,67.0,540.0,685.0,2.0
14401550,0,1466.0,11066.0,1082.0,8268.0,2.0
144021960,0,3483.0,267.0,122.0,9381.0,2.0
14406249,0,1837.0,602.0,2001.0,10004.0,2.0
144093907,0,9.0,94.0,847.0,259.0,2.0
14409775,0,255.0,155.0,238.0,715.0,2.0
144098469,0,668.0,142.0,266.0,813.0,2.0
14411625,0,17.0,377.0,24.0,748.0,2.0
144124573,0,3.0,244.0,939.0,3704.0,2.0
144128738,0,45.0,226.0,206.0,4874.0,2.0
144130176,0,0.0,25.0,169.0,328.0,2.0
144160954,0,70.0,149.0,291.0,1640.0,2.0
144197593,0,46.0,110.0,197.0,2332.0,2.0
144219808,0,1813.0,183.0,141.0,7834.0,2.0
144222179,0,3391.0,281.0,448.0,9847.0,2.0
144223121,0,58.0,120.0,1199.0,447.0,2.0
144225743,0,1.0,23.0,155.0,363.0,2.0
144263068,0,8.0,35.0,1163.0,396.0,2.0
144270806,0,4.0,138.0,332.0,213.0,2.0
144285888,0,16.0,70.0,122.0,420.0,2.0
144297142,0,6048.0,634.0,140.0,46833.0,2.0
144317899,0,2212.0,514.0,523.0,27834.0,2.0
144342895,0,4699.0,606.0,312.0,8190.0,2.0
144356815,0,4.0,55.0,36.0,487.0,2.0
144430552,0,1214.0,295.0,546.0,6901.0,2.0
144435711,0,6.0,43.0,99.0,101.0,2.0
144482866,0,269.0,340.0,302.0,7060.0,2.0
14448670,0,251.0,413.0,420.0,5426.0,2.0
14453050,0,56.0,866.0,954.0,2862.0,2.0
144568315,0,161.0,59.0,169.0,2417.0,2.0
144654174,0,30.0,340.0,319.0,11794.0,2.0
144655088,0,5193.0,396.0,878.0,11389.0,2.0
144661922,0,97.0,181.0,338.0,246.0,2.0
14468605,0,15.0,230.0,384.0,3100.0,2.0
144692506,0,203.0,71.0,275.0,1063.0,2.0
14470550,0,80.0,244.0,371.0,2382.0,2.0
14472871,0,0.0,119.0,221.0,264.0,2.0
144737724,0,184.0,125.0,235.0,345.0,2.0
144770884,0,10122.0,137.0,67.0,13388.0,2.0
144781168,0,68.0,664.0,1508.0,753.0,2.0
144797721,0,363.0,812.0,1900.0,2757.0,2.0
144940059,0,0.0,58.0,157.0,306.0,2.0
145019732,0,316.0,199.0,186.0,28621.0,2.0
145048116,0,8.0,237.0,165.0,14838.0,2.0
145120330,0,103.0,21.0,61.0,287.0,2.0
145148805,0,10.0,19.0,120.0,552.0,2.0
14515525,0,698.0,1061.0,1042.0,2531.0,2.0
145198977,0,59.0,632.0,1087.0,819.0,2.0
145211579,0,1.0,84.0,232.0,469.0,2.0
14521800,0,2828.0,236.0,307.0,5001.0,2.0
14523027,0,80.0,84.0,76.0,856.0,2.0
14525215,0,300.0,773.0,1047.0,4542.0,2.0
145289459,0,3.0,28.0,94.0,218.0,2.0
145301852,0,2.0,158.0,28.0,1001.0,2.0
14531281,0,7.0,16.0,69.0,535.0,2.0
14531339,0,116.0,74.0,78.0,5210.0,2.0
145315995,0,6.0,372.0,400.0,985.0,2.0
145318526,0,186.0,307.0,1220.0,11064.0,2.0
145318642,0,10.0,117.0,157.0,269.0,2.0
145339655,0,6.0,898.0,372.0,1589.0,2.0
145339848,0,213.0,407.0,532.0,17348.0,2.0
145357202,0,13.0,539.0,627.0,232.0,2.0
145374531,0,1.0,9.0,22.0,135.0,2.0
145399490,0,2.0,117.0,151.0,648.0,2.0
14546157,0,0.0,38.0,30.0,392.0,2.0
145475835,0,1809.0,613.0,428.0,18648.0,2.0
145514611,0,964.0,123.0,145.0,13407.0,2.0
145542944,0,10.0,27.0,64.0,223.0,2.0
145588361,0,12.0,3160.0,45.0,972.0,2.0
14560917,0,1.0,702.0,110.0,121.0,2.0
14564016,0,29098.0,2103.0,760.0,75468.0,2.0
145647742,0,3037.0,535.0,319.0,29937.0,2.0
14569273,0,0.0,108.0,145.0,324.0,2.0
14571061,0,127.0,134.0,200.0,1261.0,2.0
145724353,0,5.0,164.0,212.0,2340.0,2.0
145730875,0,438.0,1407.0,1216.0,43715.0,2.0
14577294,0,2.0,62.0,19.0,305.0,2.0
145780042,0,20.0,53.0,87.0,1843.0,2.0
145782850,0,1230.0,685.0,812.0,13834.0,2.0
14585953,0,0.0,28.0,4.0,167.0,2.0
